source_id,target_id,relationship,weight,label,bidirectional
tool_37,program_27,RUNS_ON,2,runs on,0
tool_38,program_72,RUNS_ON,2,runs on,0
tool_38,program_88,RUNS_ON,2,runs on,0
tool_38,program_15,RUNS_ON,2,runs on,0
tool_39,program_36,RUNS_ON,2,runs on,0
tool_39,program_52,RUNS_ON,2,runs on,0
tool_39,program_20,RUNS_ON,2,runs on,0
tool_39,program_89,RUNS_ON,2,runs on,0
tool_40,program_46,RUNS_ON,2,runs on,0
tool_40,program_66,RUNS_ON,2,runs on,0
tool_41,program_46,RUNS_ON,2,runs on,0
tool_42,program_43,RUNS_ON,2,runs on,0
tool_42,program_23,RUNS_ON,2,runs on,0
tool_43,program_18,RUNS_ON,2,runs on,0
tool_44,program_52,RUNS_ON,2,runs on,0
tool_45,program_72,RUNS_ON,2,runs on,0
tool_45,program_41,RUNS_ON,2,runs on,0
tool_45,program_20,RUNS_ON,2,runs on,0
tool_45,program_53,RUNS_ON,2,runs on,0
tool_46,program_41,RUNS_ON,2,runs on,0
tool_46,program_72,RUNS_ON,2,runs on,0
tool_47,program_41,RUNS_ON,2,runs on,0
tool_47,program_72,RUNS_ON,2,runs on,0
tool_48,program_57,RUNS_ON,2,runs on,0
tool_48,program_91,RUNS_ON,2,runs on,0
tool_49,program_91,RUNS_ON,2,runs on,0
tool_51,program_17,RUNS_ON,2,runs on,0
tool_52,program_91,RUNS_ON,2,runs on,0
tool_53,program_91,RUNS_ON,2,runs on,0
tool_55,program_7,RUNS_ON,2,runs on,0
tool_55,program_66,RUNS_ON,2,runs on,0
tool_57,program_41,RUNS_ON,2,runs on,0
tool_57,program_72,RUNS_ON,2,runs on,0
tool_57,program_54,RUNS_ON,2,runs on,0
